gene_id,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
GBP1,1.03E-17,-0.766152955,0.105,0.302,1.89E-13,0,GBP1
MAP3K13,1.03E-17,0.348686955,0.755,0.533,1.90E-13,0,MAP3K13
NARS,1.16E-17,0.388834056,0.883,0.702,2.14E-13,0,NARS
LYZ,1.26E-17,-1.054486052,0.043,0.224,2.32E-13,0,LYZ
REL,1.42E-17,0.294146293,0.849,0.659,2.61E-13,0,REL
CD52,1.52E-17,-1.097129406,0.064,0.249,2.80E-13,0,CD52
LAIR1,1.59E-17,-0.450691161,0.01,0.177,2.93E-13,0,LAIR1
RAB6B,1.66E-17,0.284176132,0.385,0.195,3.07E-13,0,RAB6B
TARS,1.72E-17,0.437125508,0.753,0.583,3.18E-13,0,TARS
SERPINA1,1.91E-17,-0.452083157,0.013,0.18,3.51E-13,0,SERPINA1
MNDA,1.92E-17,-0.663846459,0.031,0.21,3.54E-13,0,MNDA
TIMM13,2.00E-17,0.333845036,0.663,0.446,3.69E-13,0,TIMM13
CASC19,2.05E-17,0.289922401,0.306,0.141,3.77E-13,0,CASC19
ROMO1,2.86E-17,0.341657895,0.957,0.85,5.26E-13,0,ROMO1
LPAR6,2.90E-17,-0.507221477,0.033,0.21,5.34E-13,0,LPAR6
FCGR1A,3.11E-17,-0.490594823,0.008,0.17,5.74E-13,0,FCGR1A
RPL29,3.59E-17,0.34757735,0.934,0.811,6.61E-13,0,RPL29
CCL4L2,3.73E-17,-2.776959854,0.135,0.32,6.86E-13,0,CCL4L2
SAMHD1,4.02E-17,-0.408640917,0.036,0.212,7.41E-13,0,SAMHD1
CLTA,4.33E-17,0.326397502,0.89,0.734,7.97E-13,0,CLTA
RTL8A,4.36E-17,0.301702964,0.406,0.22,8.03E-13,0,RTL8A
MRPS14,4.81E-17,0.32965172,0.518,0.316,8.86E-13,0,MRPS14
NCL,5.07E-17,0.321445825,0.962,0.854,9.34E-13,0,NCL
SSRP1,5.66E-17,0.334828362,0.806,0.605,1.04E-12,0,SSRP1
C1QB,6.14E-17,-2.333712359,0.069,0.245,1.13E-12,0,C1QB
UBE2L3,6.35E-17,0.338393553,0.837,0.635,1.17E-12,0,UBE2L3
TREM2,7.47E-17,-0.546705746,0.008,0.167,1.38E-12,0,TREM2
GMFG,7.77E-17,-0.309764016,0.01,0.171,1.43E-12,0,GMFG
DANCR,8.67E-17,0.316461581,0.469,0.271,1.60E-12,0,DANCR
G6PD,8.85E-17,0.283305816,0.474,0.272,1.63E-12,0,G6PD
PFN1,1.02E-16,0.31644855,0.98,0.91,1.88E-12,0,PFN1
CBR3,1.02E-16,0.286331363,0.38,0.198,1.88E-12,0,CBR3
SF3B6,1.07E-16,0.351089724,0.727,0.526,1.97E-12,0,SF3B6
GPR183,1.07E-16,-0.808765618,0.02,0.184,1.97E-12,0,GPR183
HSP90AA1,1.11E-16,-0.551009457,0.99,0.992,2.05E-12,0,HSP90AA1
TSTD1,1.28E-16,0.363899714,0.658,0.45,2.37E-12,0,TSTD1
TMEM256,1.31E-16,0.290458319,0.51,0.308,2.41E-12,0,TMEM256
PSMA4,1.45E-16,0.354308959,0.913,0.763,2.68E-12,0,PSMA4
IFT74,1.48E-16,0.306365072,0.398,0.218,2.72E-12,0,IFT74
RIOK3,1.48E-16,0.286762934,0.753,0.545,2.72E-12,0,RIOK3
MRPS18B,1.50E-16,0.338322346,0.776,0.577,2.76E-12,0,MRPS18B
ZFP36L2,1.53E-16,-0.504750321,0.145,0.339,2.82E-12,0,ZFP36L2
SNX10,1.85E-16,-0.543440999,0.048,0.223,3.41E-12,0,SNX10
SOST,2.03E-16,0.380439952,0.367,0.191,3.74E-12,0,SOST
SNHG8,2.05E-16,0.383416363,0.691,0.519,3.78E-12,0,SNHG8
TSEN15,2.24E-16,0.252526223,0.329,0.162,4.13E-12,0,TSEN15
COQ4,2.27E-16,0.276761285,0.431,0.239,4.19E-12,0,COQ4
CYBB,2.91E-16,-0.539339245,0.01,0.166,5.36E-12,0,CYBB
CXCL3,2.91E-16,-1.255339354,0.036,0.201,5.36E-12,0,CXCL3
AMZ2,2.98E-16,0.290102708,0.418,0.234,5.48E-12,0,AMZ2
RPS20,3.02E-16,0.335993886,0.974,0.92,5.57E-12,0,RPS20
PMP22,3.11E-16,-0.400192419,0.023,0.185,5.74E-12,0,PMP22
VSIG4,3.15E-16,-0.561509151,0.01,0.165,5.80E-12,0,VSIG4
CD84,3.38E-16,-0.433667027,0.023,0.185,6.23E-12,0,CD84
APOE,3.55E-16,-2.359990868,0.11,0.284,6.55E-12,0,APOE
TALDO1,3.64E-16,0.301811955,0.883,0.674,6.70E-12,0,TALDO1
TPT1,3.92E-16,-0.470867415,0.865,0.899,7.23E-12,0,TPT1
FCGRT,4.17E-16,-0.586892346,0.112,0.294,7.68E-12,0,FCGRT
CXXC5,4.20E-16,-0.326004435,0.018,0.177,7.74E-12,0,CXXC5
RASSF4,4.52E-16,-0.597584362,0.015,0.172,8.32E-12,0,RASSF4
GLRX,4.63E-16,-0.336328209,0.026,0.189,8.54E-12,0,GLRX
RPL7A,4.72E-16,0.355741091,0.86,0.726,8.70E-12,0,RPL7A
TIMM8B,5.08E-16,0.36162249,0.753,0.578,9.35E-12,0,TIMM8B
BNIP3,5.29E-16,0.340564364,0.605,0.386,9.74E-12,0,BNIP3
LAD1,5.34E-16,0.29570289,0.589,0.374,9.83E-12,0,LAD1
ZEB2,5.38E-16,-0.370972027,0.023,0.184,9.91E-12,0,ZEB2
C21orf91,5.94E-16,0.265875104,0.395,0.212,1.09E-11,0,C21orf91
CSF1R,6.05E-16,-0.367889754,0.008,0.16,1.11E-11,0,CSF1R
LGALS9,6.29E-16,-0.30300106,0.01,0.163,1.16E-11,0,LGALS9
APBB1IP,6.83E-16,-0.316801866,0.013,0.167,1.26E-11,0,APBB1IP
TGOLN2,6.95E-16,-0.317604472,0.069,0.249,1.28E-11,0,TGOLN2
ASAH1,7.10E-16,-0.530126536,0.227,0.42,1.31E-11,0,ASAH1
NR4A2,7.22E-16,-0.472818286,0.026,0.188,1.33E-11,0,NR4A2
IGSF6,7.43E-16,-0.760575815,0.031,0.193,1.37E-11,0,IGSF6
CAAP1,7.62E-16,0.278585055,0.446,0.257,1.40E-11,0,CAAP1
NPC2,8.10E-16,-0.965864199,0.526,0.63,1.49E-11,0,NPC2
APOL6,8.52E-16,-0.289739303,0.015,0.171,1.57E-11,0,APOL6
ZNF768,1.05E-15,0.27738797,0.457,0.266,1.93E-11,0,ZNF768
MRC1,1.08E-15,-0.476237793,0.005,0.153,2.00E-11,0,MRC1
IRF1,1.11E-15,-0.474545663,0.079,0.26,2.05E-11,0,IRF1
UQCRC1,1.22E-15,0.328362256,0.663,0.47,2.24E-11,0,UQCRC1
PGD,1.26E-15,0.32731919,0.747,0.54,2.33E-11,0,PGD
CASP4,1.35E-15,-0.480891786,0.222,0.416,2.49E-11,0,CASP4
SUMO2,1.45E-15,0.334395839,0.934,0.801,2.67E-11,0,SUMO2
COX6B1,1.53E-15,0.317221571,0.944,0.878,2.82E-11,0,COX6B1
SEM1,1.54E-15,0.314586072,0.791,0.604,2.83E-11,0,SEM1
GNAI2,1.62E-15,-0.513479431,0.245,0.424,2.98E-11,0,GNAI2
RPL11,1.89E-15,0.295873032,0.977,0.944,3.48E-11,0,RPL11
SAMD9L,2.12E-15,-0.280898045,0.003,0.146,3.91E-11,0,SAMD9L
SLIRP,2.14E-15,0.322423145,0.745,0.555,3.94E-11,0,SLIRP
DKC1,2.38E-15,0.275251688,0.566,0.354,4.38E-11,0,DKC1
SPI1,2.58E-15,-0.344271369,0.02,0.174,4.76E-11,0,SPI1
MZT2B,2.60E-15,0.342745911,0.783,0.592,4.80E-11,0,MZT2B
PSMB7,2.84E-15,0.298294751,0.742,0.525,5.24E-11,0,PSMB7
COTL1,3.04E-15,-0.347987268,0.031,0.189,5.60E-11,0,COTL1
CAST,3.11E-15,-0.540066434,0.63,0.754,5.73E-11,0,CAST
PA2G4,3.72E-15,0.305690482,0.827,0.631,6.86E-11,0,PA2G4
NDUFS5,4.12E-15,0.331449471,0.74,0.59,7.59E-11,0,NDUFS5
RPL22L1,4.45E-15,0.316731348,0.495,0.303,8.20E-11,0,RPL22L1
AC012146.1,4.62E-15,0.281850069,0.332,0.172,8.52E-11,0,AC012146.1
PEA15,4.70E-15,-0.309125884,0.074,0.251,8.67E-11,0,PEA15
PSPH,4.99E-15,0.349436372,0.378,0.206,9.19E-11,0,PSPH
VMA21,5.08E-15,0.281239046,0.584,0.382,9.36E-11,0,VMA21
FAM107B,5.57E-15,-0.277332714,0.028,0.184,1.03E-10,0,FAM107B
CHCHD10,7.05E-15,0.344084938,0.691,0.495,1.30E-10,0,CHCHD10
NDUFA8,7.13E-15,0.271653194,0.462,0.277,1.31E-10,0,NDUFA8
RPS29,7.18E-15,0.306073492,0.982,0.952,1.32E-10,0,RPS29
PSMB9,7.31E-15,-0.412077204,0.153,0.342,1.35E-10,0,PSMB9
DAPL1,7.45E-15,0.349974938,0.431,0.246,1.37E-10,0,DAPL1
BCL7A,8.77E-15,0.286556015,0.411,0.232,1.62E-10,0,BCL7A
RNASET2,9.43E-15,-0.600277223,0.12,0.292,1.74E-10,0,RNASET2
MAOA,1.07E-14,0.281782012,0.349,0.183,1.96E-10,0,MAOA
BASP1,1.11E-14,-0.330837079,0.02,0.171,2.04E-10,0,BASP1
RPS21,1.31E-14,0.304872095,0.936,0.817,2.41E-10,0,RPS21
RRBP1,1.34E-14,-0.494799196,0.362,0.536,2.47E-10,0,RRBP1
TGFBI,1.40E-14,-0.410328885,0.026,0.176,2.58E-10,0,TGFBI
RPL41,1.44E-14,0.300032559,0.773,0.587,2.65E-10,0,RPL41
ATP5PF,1.62E-14,0.32285152,0.878,0.771,2.98E-10,0,ATP5PF
ATP5MPL,1.62E-14,0.317475684,0.908,0.804,2.99E-10,0,ATP5MPL
PRDX6,1.80E-14,0.285017559,0.811,0.627,3.32E-10,0,PRDX6
MT-ND5,1.86E-14,0.345743166,0.977,0.976,3.42E-10,0,MT-ND5
AL078590.2,1.95E-14,0.276535169,0.339,0.177,3.59E-10,0,AL078590.2
OXA1L,1.97E-14,0.317910495,0.51,0.331,3.62E-10,0,OXA1L
TIMP2,2.01E-14,-0.301455689,0.008,0.146,3.70E-10,0,TIMP2
ADAP2,2.26E-14,-0.3784023,0.018,0.161,4.17E-10,0,ADAP2
HMGB3,2.71E-14,0.271622684,0.673,0.444,4.99E-10,0,HMGB3
LAPTM4B,2.81E-14,0.251150641,0.49,0.293,5.17E-10,0,LAPTM4B
ADGRG1,2.87E-14,0.258741224,0.429,0.249,5.29E-10,0,ADGRG1
PPP1R15A,2.99E-14,-0.576549821,0.378,0.542,5.52E-10,0,PPP1R15A
CXCL16,3.06E-14,-0.404587329,0.061,0.22,5.63E-10,0,CXCL16
RPS12,3.15E-14,0.277396884,0.969,0.909,5.79E-10,0,RPS12
IQGAP2,3.25E-14,-0.305546856,0.015,0.157,5.98E-10,0,IQGAP2
NOP58,3.25E-14,0.285509165,0.834,0.657,5.99E-10,0,NOP58
NME1,3.29E-14,0.315152151,0.668,0.47,6.05E-10,0,NME1
C14orf119,3.29E-14,0.32777604,0.559,0.382,6.07E-10,0,C14orf119
IL1B,3.35E-14,-1.448069541,0.038,0.188,6.17E-10,0,IL1B
CXCL8,3.50E-14,-0.676257965,0.041,0.195,6.45E-10,0,CXCL8
ARL6IP5,3.55E-14,-0.402036436,0.184,0.367,6.55E-10,0,ARL6IP5
JUN,4.22E-14,-0.692758557,0.768,0.817,7.78E-10,0,JUN
SRPK1,4.55E-14,0.304791152,0.62,0.428,8.37E-10,0,SRPK1
PSMB4,5.50E-14,0.307900721,0.796,0.623,1.01E-09,0,PSMB4
FCHO2,5.55E-14,-0.340245368,0.069,0.23,1.02E-09,0,FCHO2
PEX13,5.58E-14,0.280816535,0.541,0.35,1.03E-09,0,PEX13
MRPS35,5.61E-14,0.259692873,0.569,0.369,1.03E-09,0,MRPS35
PLA2G16,5.93E-14,0.261963563,0.628,0.417,1.09E-09,0,PLA2G16
EVI2B,6.93E-14,-0.281305989,0.013,0.15,1.28E-09,0,EVI2B
MTIF2,7.01E-14,0.301463728,0.569,0.383,1.29E-09,0,MTIF2
DYNC1I2,8.08E-14,0.347922119,0.888,0.803,1.49E-09,0,DYNC1I2
SLC25A11,8.42E-14,0.273567293,0.62,0.429,1.55E-09,0,SLC25A11
SDHC,8.70E-14,0.253003299,0.426,0.252,1.60E-09,0,SDHC
LILRB4,8.97E-14,-0.3077782,0.01,0.144,1.65E-09,0,LILRB4
NCKAP1L,1.00E-13,-0.268797577,0.015,0.153,1.85E-09,0,NCKAP1L
RARRES3,1.01E-13,-0.452133572,0.077,0.24,1.86E-09,0,RARRES3
AC016739.1,1.05E-13,0.271286996,0.413,0.243,1.94E-09,0,AC016739.1
PIGX,1.07E-13,0.283557342,0.342,0.186,1.97E-09,0,PIGX
RBM19,1.07E-13,0.263667947,0.372,0.209,1.98E-09,0,RBM19
SIGMAR1,1.09E-13,0.263736324,0.599,0.396,2.00E-09,0,SIGMAR1
BRIX1,1.15E-13,0.305551056,0.559,0.38,2.12E-09,0,BRIX1
ENG,1.17E-13,-0.314853848,0,0.125,2.16E-09,0,ENG
GBP4,1.20E-13,-0.313331611,0.01,0.143,2.22E-09,0,GBP4
CCL2,1.27E-13,-0.65497084,0.008,0.138,2.34E-09,0,CCL2
RTP1,1.32E-13,0.252218085,0.24,0.11,2.44E-09,0,RTP1
DHRS4L2,1.59E-13,0.299956343,0.421,0.254,2.93E-09,0,DHRS4L2
LSP1,1.61E-13,-0.278072152,0.013,0.146,2.97E-09,0,LSP1
METTL8,1.65E-13,0.292869261,0.426,0.258,3.03E-09,0,METTL8
GRN,1.74E-13,-0.687782556,0.439,0.574,3.20E-09,0,GRN
PDE4B,1.80E-13,-0.32822383,0.02,0.157,3.32E-09,0,PDE4B
RPP25L,1.87E-13,0.252848223,0.449,0.276,3.45E-09,0,RPP25L
CD83,2.01E-13,-0.37649699,0.031,0.172,3.71E-09,0,CD83
PLSCR1,2.20E-13,-0.277131411,0.064,0.223,4.04E-09,0,PLSCR1
AHSA2P,2.25E-13,0.267882235,0.411,0.238,4.15E-09,0,AHSA2P
MT-CYB,2.32E-13,0.319126064,0.98,0.968,4.27E-09,0,MT-CYB
IARS2,2.36E-13,0.293253979,0.546,0.374,4.34E-09,0,IARS2
NIFK,2.61E-13,0.327552072,0.656,0.489,4.82E-09,0,NIFK
ZFP36,2.84E-13,-0.479519357,0.24,0.409,5.23E-09,0,ZFP36
HMGA1,2.95E-13,0.252096504,0.735,0.515,5.43E-09,0,HMGA1
CPM,3.05E-13,-0.486508649,0.005,0.131,5.61E-09,0,CPM
IL32,3.33E-13,-0.445103756,0.026,0.162,6.13E-09,0,IL32
TPI1,3.40E-13,0.287660737,0.974,0.89,6.26E-09,0,TPI1
RPS26,3.78E-13,0.281223363,0.952,0.843,6.97E-09,0,RPS26
RPS11,3.90E-13,0.264042679,0.967,0.905,7.19E-09,0,RPS11
CCDC88A,4.07E-13,-0.392173135,0.077,0.234,7.49E-09,0,CCDC88A
ITGA6,4.16E-13,0.288800907,0.36,0.203,7.66E-09,0,ITGA6
WIPI1,4.44E-13,0.292302237,0.462,0.297,8.18E-09,0,WIPI1
LANCL2,4.98E-13,0.274377943,0.49,0.307,9.18E-09,0,LANCL2
MT-ND1,5.11E-13,0.350112149,0.962,0.943,9.40E-09,0,MT-ND1
DNAJC19,5.66E-13,0.286351147,0.551,0.364,1.04E-08,0,DNAJC19
VCP,6.25E-13,0.316786418,0.763,0.586,1.15E-08,0,VCP
ARL4C,6.54E-13,-0.463163486,0.097,0.256,1.20E-08,0,ARL4C
AC093159.1,7.80E-13,0.273319361,0.196,0.083,1.44E-08,0,AC093159.1
CALM2,8.14E-13,-0.501531462,0.497,0.623,1.50E-08,0,CALM2
PDCD10,8.28E-13,0.313154209,0.73,0.569,1.52E-08,0,PDCD10
NAXE,9.18E-13,0.290431043,0.561,0.388,1.69E-08,0,NAXE
ACP5,1.00E-12,-0.435996917,0.059,0.204,1.85E-08,0,ACP5
FXR1,1.05E-12,0.346249163,0.778,0.632,1.93E-08,0,FXR1
CTSA,1.09E-12,-0.469596758,0.27,0.434,2.01E-08,0,CTSA
ZC3H15,1.11E-12,0.294554305,0.875,0.739,2.04E-08,0,ZC3H15
LRRFIP1,1.28E-12,-0.538830623,0.434,0.563,2.35E-08,0,LRRFIP1
COX7A2,1.35E-12,0.298230705,0.941,0.87,2.48E-08,0,COX7A2
CCDC58,1.42E-12,0.25348004,0.482,0.305,2.62E-08,0,CCDC58
EIF3K,1.63E-12,0.303859952,0.816,0.68,3.00E-08,0,EIF3K
DPYSL2,1.66E-12,-0.33487709,0.071,0.219,3.06E-08,0,DPYSL2
OLFML3,1.70E-12,-0.389327889,0.003,0.119,3.13E-08,0,OLFML3
SOX4,1.83E-12,0.453174862,0.778,0.614,3.38E-08,0,SOX4
PHACTR2,1.89E-12,-0.340738902,0.084,0.236,3.47E-08,0,PHACTR2
ABCC2,2.28E-12,0.258411496,0.286,0.148,4.21E-08,0,ABCC2
CTSH,2.65E-12,-0.433309082,0.163,0.323,4.89E-08,0,CTSH
JPX,2.71E-12,0.27846745,0.416,0.259,4.99E-08,0,JPX
NRP2,2.79E-12,-0.258396017,0.026,0.155,5.13E-08,0,NRP2
TIMP1,2.82E-12,-1.021702488,0.163,0.317,5.19E-08,0,TIMP1
RPL26L1,2.89E-12,0.261311577,0.574,0.393,5.33E-08,0,RPL26L1
WDR54,3.02E-12,0.28686036,0.36,0.207,5.57E-08,0,WDR54
RNF7,3.50E-12,0.269081542,0.732,0.573,6.44E-08,0,RNF7
OXLD1,3.69E-12,0.250309668,0.408,0.25,6.80E-08,0,OXLD1
STAB1,3.86E-12,-0.303854849,0.008,0.125,7.11E-08,0,STAB1
RAN,3.92E-12,0.256925461,0.745,0.55,7.23E-08,0,RAN
FGL2,3.97E-12,-0.323981767,0.01,0.129,7.30E-08,0,FGL2
LY6E,4.00E-12,-0.711387368,0.423,0.543,7.37E-08,0,LY6E
CCL5,4.02E-12,-1.581388216,0.11,0.259,7.40E-08,0,CCL5
FCGR2B,4.29E-12,-0.272758469,0.008,0.124,7.90E-08,0,FCGR2B
HCK,5.33E-12,-0.355827932,0.041,0.176,9.82E-08,0,HCK
MS4A6A,5.42E-12,-0.653713636,0.048,0.182,9.98E-08,0,MS4A6A
ATP5PO,5.45E-12,0.294252847,0.732,0.571,1.00E-07,0,ATP5PO
CD82,5.95E-12,-0.297498022,0.105,0.258,1.10E-07,0,CD82
DAD1,6.03E-12,0.32039702,0.832,0.708,1.11E-07,0,DAD1
TAF1D,7.36E-12,0.314327989,0.635,0.475,1.36E-07,0,TAF1D
GBP5,7.62E-12,-0.314436145,0.013,0.131,1.40E-07,0,GBP5
PECAM1,8.71E-12,-0.368603393,0.018,0.138,1.60E-07,0,PECAM1
SCAND1,8.98E-12,0.307846455,0.717,0.564,1.65E-07,0,SCAND1
IL4I1,9.34E-12,-0.272327377,0.005,0.117,1.72E-07,0,IL4I1
GPR65,9.59E-12,-0.260512229,0.01,0.125,1.77E-07,0,GPR65
POLR1D,1.07E-11,0.254042221,0.533,0.358,1.97E-07,0,POLR1D
CD59,1.10E-11,-0.408636213,0.148,0.304,2.03E-07,0,CD59
DHX36,1.17E-11,0.274438924,0.712,0.548,2.15E-07,0,DHX36
TMA16,1.20E-11,0.252890704,0.526,0.354,2.21E-07,0,TMA16
RBMX,1.22E-11,0.271343422,0.87,0.738,2.24E-07,0,RBMX
ERP29,1.29E-11,0.282945007,0.676,0.511,2.38E-07,0,ERP29
GSPT1,1.34E-11,0.313401819,0.666,0.505,2.46E-07,0,GSPT1
EIF4B,1.41E-11,0.297110697,0.526,0.371,2.60E-07,0,EIF4B
PLA2G7,1.52E-11,-0.296319404,0.003,0.11,2.80E-07,0,PLA2G7
SPTSSA,1.74E-11,0.304136051,0.666,0.476,3.21E-07,0,SPTSSA
NAPG,1.84E-11,0.25676392,0.485,0.327,3.40E-07,0,NAPG
AC020656.1,1.87E-11,-0.478864166,0.013,0.127,3.44E-07,0,AC020656.1
STAT1,2.00E-11,-0.445348332,0.25,0.407,3.68E-07,0,STAT1
7-Sep,2.15E-11,-0.43154471,0.668,0.754,3.95E-07,0,7-Sep
LYN,2.16E-11,-0.258791195,0.038,0.166,3.97E-07,0,LYN
YBX3,2.35E-11,0.256101282,0.776,0.625,4.32E-07,0,YBX3
CLEC2B,2.38E-11,-0.353620194,0.082,0.223,4.38E-07,0,CLEC2B
KNOP1,2.45E-11,0.275937316,0.571,0.398,4.51E-07,0,KNOP1
SLAMF7,2.51E-11,-0.297555341,0.038,0.166,4.62E-07,0,SLAMF7
ISG15,2.70E-11,-0.743164345,0.247,0.392,4.97E-07,0,ISG15
TRMT112,2.72E-11,0.273115117,0.788,0.635,5.01E-07,0,TRMT112
GSTO1,2.88E-11,0.267677215,0.837,0.662,5.30E-07,0,GSTO1
IFIT3,2.95E-11,-0.287548054,0.026,0.147,5.43E-07,0,IFIT3
GPI,2.95E-11,0.270949793,0.651,0.489,5.44E-07,0,GPI
RNF130,3.01E-11,-0.279800044,0.071,0.212,5.54E-07,0,RNF130
FUCA2,3.13E-11,-0.279057048,0.092,0.234,5.77E-07,0,FUCA2
CPNE3,3.14E-11,0.253945637,0.666,0.494,5.79E-07,0,CPNE3
NCBP2-AS2,3.17E-11,0.284370841,0.411,0.263,5.85E-07,0,NCBP2-AS2
CFAP97,3.20E-11,0.280886398,0.668,0.496,5.90E-07,0,CFAP97
LRRC75A-AS1,3.54E-11,0.289797663,0.569,0.399,6.53E-07,0,LRRC75A-AS1
PSAP,3.62E-11,-0.977468517,0.765,0.8,6.66E-07,0,PSAP
ELK3,3.76E-11,-0.276226759,0.046,0.175,6.92E-07,0,ELK3
RGS2,4.01E-11,-0.718445994,0.219,0.362,7.39E-07,0,RGS2
FPR1,4.06E-11,-0.324795813,0.023,0.14,7.47E-07,0,FPR1
H2AFJ,4.07E-11,-0.255105517,0.069,0.208,7.49E-07,0,H2AFJ
IFI6,4.70E-11,-0.882953403,0.434,0.552,8.65E-07,0,IFI6
CACYBP,5.14E-11,0.274044027,0.801,0.643,9.47E-07,0,CACYBP
S100A6,5.21E-11,0.355410196,0.959,0.902,9.61E-07,0,S100A6
APEX1,5.39E-11,0.253852956,0.546,0.384,9.94E-07,0,APEX1
U2SURP,5.57E-11,0.276702551,0.824,0.697,1.03E-06,0,U2SURP
1-Mar,5.62E-11,-0.273709683,0.023,0.139,1.04E-06,0,1-Mar
PTPRE,5.80E-11,-0.539346111,0.196,0.343,1.07E-06,0,PTPRE
FAM213A,5.83E-11,0.251226483,0.485,0.32,1.07E-06,0,FAM213A
HINT2,6.34E-11,0.266986566,0.546,0.382,1.17E-06,0,HINT2
CD163,6.68E-11,-0.281305989,0.008,0.113,1.23E-06,0,CD163
CEBPG,7.61E-11,0.260653072,0.431,0.282,1.40E-06,0,CEBPG
TFRC,7.91E-11,0.307450811,0.446,0.297,1.46E-06,0,TFRC
PHLDA1,9.22E-11,-0.265225764,0.038,0.16,1.70E-06,0,PHLDA1
PSMD11,9.45E-11,0.259813485,0.582,0.416,1.74E-06,0,PSMD11
SKAP2,9.84E-11,-0.284251017,0.097,0.238,1.81E-06,0,SKAP2
PTOV1,1.08E-10,0.26116443,0.704,0.543,1.99E-06,0,PTOV1
H1FX,1.11E-10,0.285063839,0.668,0.496,2.04E-06,0,H1FX
PEG10,1.16E-10,0.270380357,0.309,0.176,2.13E-06,0,PEG10
FN1,1.18E-10,-0.581890265,0.02,0.131,2.17E-06,0,FN1
MKI67,1.25E-10,-0.339867167,0.028,0.143,2.30E-06,0,MKI67
PAK1IP1,1.27E-10,0.27742497,0.543,0.385,2.34E-06,0,PAK1IP1
BIRC5,1.28E-10,-0.352293194,0.069,0.201,2.36E-06,0,BIRC5
SUMF2,1.36E-10,0.268713406,0.536,0.374,2.51E-06,0,SUMF2
CPVL,1.46E-10,-0.256179766,0.018,0.127,2.68E-06,0,CPVL
CNBP,1.49E-10,0.26477122,0.753,0.614,2.74E-06,0,CNBP
GLO1,1.74E-10,0.256580069,0.719,0.566,3.20E-06,0,GLO1
IER5,1.83E-10,-0.257654721,0.043,0.165,3.37E-06,0,IER5
CCT2,1.83E-10,0.256462673,0.638,0.476,3.37E-06,0,CCT2
SLC2A3,2.13E-10,-0.272289116,0.054,0.179,3.91E-06,0,SLC2A3
XBP1,2.17E-10,-0.588744489,0.184,0.331,3.99E-06,0,XBP1
CXCL1,3.02E-10,-0.578699797,0.015,0.119,5.55E-06,0,CXCL1
BRI3,3.07E-10,-0.516663068,0.36,0.482,5.66E-06,0,BRI3
HMGB2,3.23E-10,-0.535296638,0.204,0.339,5.95E-06,0,HMGB2
OPTN,3.39E-10,-0.408063131,0.207,0.347,6.24E-06,0,OPTN
AKAP13,4.25E-10,-0.287533695,0.194,0.345,7.83E-06,0,AKAP13
CTSB,4.84E-10,-1.67411511,0.666,0.717,8.91E-06,0,CTSB
CEBPZ,5.02E-10,0.26970918,0.648,0.499,9.24E-06,0,CEBPZ
ADSS,5.25E-10,0.273154423,0.582,0.43,9.67E-06,0,ADSS
PLIN2,5.61E-10,-1.409625458,0.395,0.497,1.03E-05,0,PLIN2
SOD2,5.97E-10,-0.346772332,0.11,0.241,1.10E-05,0,SOD2
PSMD14,6.02E-10,0.260462995,0.638,0.478,1.11E-05,0,PSMD14
MGLL,6.56E-10,-0.348715547,0.204,0.359,1.21E-05,0,MGLL
FNDC3B,6.70E-10,-0.250101205,0.087,0.218,1.23E-05,0,FNDC3B
DUSP2,6.77E-10,-0.258338427,0.02,0.125,1.25E-05,0,DUSP2
OAZ1,6.84E-10,-0.354301208,0.709,0.787,1.26E-05,0,OAZ1
PRDX1,6.90E-10,0.252849876,0.934,0.841,1.27E-05,0,PRDX1
NCF2,7.27E-10,-0.452092558,0.163,0.302,1.34E-05,0,NCF2
NOL8,8.20E-10,0.267148526,0.699,0.567,1.51E-05,0,NOL8
ATP6V0B,9.80E-10,-0.35859199,0.431,0.563,1.81E-05,0,ATP6V0B
SMAP2,1.05E-09,-0.252036768,0.082,0.208,1.93E-05,0,SMAP2
GUSB,1.12E-09,-0.345256901,0.25,0.386,2.06E-05,0,GUSB
HERPUD1,1.14E-09,-0.401466911,0.173,0.317,2.10E-05,0,HERPUD1
LIPA,1.36E-09,-0.347056628,0.061,0.178,2.51E-05,0,LIPA
CITED2,1.38E-09,-0.30392097,0.079,0.203,2.55E-05,0,CITED2
ITGB1,1.50E-09,-0.632984344,0.454,0.563,2.76E-05,0,ITGB1
MAF,1.60E-09,-0.369260885,0.161,0.298,2.95E-05,0,MAF
VCAN,1.83E-09,-0.53121367,0.041,0.15,3.38E-05,0,VCAN
FBP1,1.89E-09,-0.292005878,0.028,0.132,3.49E-05,0,FBP1
NUSAP1,1.98E-09,-0.514505165,0.097,0.219,3.64E-05,0,NUSAP1
MT-ATP6,2.21E-09,0.302592,0.977,0.981,4.06E-05,0,MT-ATP6
PLEKHO1,2.24E-09,-0.260006923,0.059,0.175,4.12E-05,0,PLEKHO1
NFKBIA,2.52E-09,-0.652909302,0.804,0.837,4.64E-05,0,NFKBIA
FOXP1,2.79E-09,-0.298601609,0.097,0.221,5.14E-05,0,FOXP1
DARS,3.01E-09,0.26974975,0.625,0.481,5.55E-05,0,DARS
SDC2,3.78E-09,-0.267057033,0.033,0.137,6.96E-05,0,SDC2
ABCA1,4.06E-09,-0.330021274,0.115,0.239,7.47E-05,0,ABCA1
